Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,day_of_week
12105422,2010-10-14 19:25:00.000000214,16.5,2010-10-14 19:25:00+00:00,-74.00598000000001,40.731593,-73.95753,40.77475,1,19,3
16034015,2012-03-22 15:49:33.0000001,49.8,2012-03-22 15:49:33+00:00,-73.788089,40.647388,-73.990553,40.762418,1,15,3
44406966,2012-12-06 21:57:10.0000001,12.0,2012-12-06 21:57:10+00:00,-73.973056,40.759545,-73.97184,40.794923,1,21,3
24563528,2014-12-05 00:39:00.00000011,6.5,2014-12-05 00:39:00+00:00,-73.97095,40.757565,-73.97747700000001,40.75366,2,0,4
45683847,2013-11-17 13:14:00.00000067,6.5,2013-11-17 13:14:00+00:00,-73.97357,40.748177,-73.987412,40.737412,1,13,6
19511311,2011-04-11 17:56:19.0000001,7.3,2011-04-11 17:56:19+00:00,-73.978036,40.757177,-73.956725,40.768114,1,17,0
21821975,2010-01-20 06:49:00.00000048,22.5,2010-01-20 06:49:00+00:00,-74.008833,40.731137,-73.920047,40.757622,5,6,2
14426604,2013-08-10 15:46:00.000000152,8.5,2013-08-10 15:46:00+00:00,-73.950717,40.785792,-73.974125,40.783792,1,15,5
43082798,2012-01-30 23:15:00.000000102,8.1,2012-01-30 23:15:00+00:00,-73.954403,40.784128,-73.963898,40.757873,1,23,0
15152295,2014-02-24 07:55:00.000000176,3.5,2014-02-24 07:55:00+00:00,-73.990342,40.731472,-73.993303,40.735945,2,7,0
31988826,2011-01-25 19:11:04.0000004,11.3,2011-01-25 19:11:04+00:00,-73.97252399999999,40.759375,-73.957574,40.768482,1,19,1
27941674,2010-12-28 18:09:40.0000002,4.5,2010-12-28 18:09:40+00:00,-73.980293,40.754256,-73.984324,40.746722,1,18,1
47617823,2010-06-05 23:55:33.0000001,21.3,2010-06-05 23:55:33+00:00,-73.95320600000001,40.775965,-73.995918,40.738605,1,23,5
18340961,2014-10-11 20:20:05.0000004,3.5,2014-10-11 20:20:05+00:00,-73.972663,40.759258,-73.975889,40.754974,1,20,5
7373181,2010-05-18 19:28:00.000000201,18.1,2010-05-18 19:28:00+00:00,-73.96517800000001,40.755613,-73.930735,40.824842,1,19,1
54015254,2012-12-20 10:00:00.00000013,7.5,2012-12-20 10:00:00+00:00,-73.978482,40.783017,-73.9866,40.766645,2,10,3
39946536,2010-12-12 10:28:00.000000191,7.3,2010-12-12 10:28:00+00:00,-73.958297,40.765312,-73.978237,40.758667,1,10,6
47247771,2009-05-09 12:42:43.0000002,8.9,2009-05-09 12:42:43+00:00,-73.95093,40.783457,-73.980564,40.774319,1,12,5
23563107,2009-06-05 07:47:00.00000059,6.5,2009-06-05 07:47:00+00:00,-73.961925,40.769285,-73.957295,40.782768,2,7,4
25744702,2013-11-09 19:21:00.000000272,9.0,2013-11-09 19:21:00+00:00,-73.982825,40.764607,-73.985117,40.759242,1,19,5
3472476,2009-02-07 17:27:00.00000021,6.5,2009-02-07 17:27:00+00:00,-74.000148,40.748125,-73.995908,40.733042,4,17,5
53015993,2011-03-01 02:34:00.00000024,4.5,2011-03-01 02:34:00+00:00,-73.979282,40.75295,-73.991458,40.760247,1,2,1
34243705,2013-10-28 17:33:00.000000207,15.0,2013-10-28 17:33:00+00:00,-74.010777,40.701877,-73.993072,40.733562,1,17,0
50386308,2012-11-23 18:51:50.0000001,8.5,2012-11-23 18:51:50+00:00,-73.991015,40.734894,-73.975826,40.751289,1,18,4
10028113,2012-03-06 18:08:39.0000001,5.3,2012-03-06 18:08:39+00:00,-73.966657,40.762041,-73.956532,40.77515,1,18,1
17640960,2012-03-22 23:21:00.000000213,24.5,2012-03-22 23:21:00+00:00,-73.98309499999999,40.77136,-73.971135,40.6861,3,23,3
31480554,2011-05-13 17:45:27.0000003,10.5,2011-05-13 17:45:27+00:00,-73.973399,40.747999,-74.002475,40.729106,2,17,4
17569279,2012-08-05 04:01:18.0000002,5.3,2012-08-05 04:01:18+00:00,-73.933746,40.702792,-73.94982900000001,40.705147,4,4,6
9779582,2012-05-17 16:48:58.0000004,13.3,2012-05-17 16:48:58+00:00,-73.979505,40.789387,-73.990402,40.76137,3,16,3
52724490,2014-02-27 08:36:32.0000001,11.5,2014-02-27 08:36:32+00:00,-73.972723,40.743584000000006,-73.973936,40.757841,1,8,3
40758123,2009-04-11 23:57:00.000000190,4.5,2009-04-11 23:57:00+00:00,-73.990662,40.739895,-73.982775,40.748145,1,23,5
16966026,2014-01-25 08:42:00.00000025,7.0,2014-01-25 08:42:00+00:00,-73.97920500000001,40.747202,-73.994342,40.740672,2,8,5
39868204,2011-01-16 19:17:00.000000119,12.9,2011-01-16 19:17:00+00:00,-73.98961700000001,40.737383,-73.98208699999999,40.7767,5,19,6
31142971,2013-12-18 14:29:00.00000019,6.0,2013-12-18 14:29:00+00:00,-74.00085,40.741962,-73.994247,40.747355,1,14,2
51536732,2010-04-05 06:34:00.00000050,58.7,2010-04-05 06:34:00+00:00,-73.992118,40.737868,-74.177153,40.69505,1,6,0
36148562,2011-11-27 20:34:00.00000063,8.9,2011-11-27 20:34:00+00:00,-73.98015799999999,40.74322,-73.996843,40.718252,1,20,6
12177214,2009-07-02 12:34:27.0000004,12.9,2009-07-02 12:34:27+00:00,-73.968007,40.801441,-73.97060400000001,40.762601,1,12,3
50132988,2015-01-24 01:48:35.0000001,9.0,2015-01-24 01:48:35+00:00,-73.9691162109375,40.75743103027344,-73.99471282958984,40.7500114440918,1,1,5
38103930,2010-12-26 15:36:00.00000015,5.3,2010-12-26 15:36:00+00:00,-73.990555,40.749465,-73.978133,40.748582,5,15,6
38066691,2009-04-10 21:23:33.0000002,5.8,2009-04-10 21:23:33+00:00,-73.98711,40.743566,-74.00166,40.735426,2,21,4
44525282,2010-12-28 23:37:50.0000002,3.7,2010-12-28 23:37:50+00:00,-73.963852,40.767808,-73.956544,40.771421,1,23,1
48160289,2010-05-08 19:20:59.0000004,10.9,2010-05-08 19:20:59+00:00,-73.981842,40.765753,-73.986254,40.738408,1,19,5
27363272,2014-09-24 12:45:28.0000002,8.5,2014-09-24 12:45:28+00:00,-73.97206700000001,40.792097,-73.978048,40.774673,1,12,2
24208928,2013-06-28 00:37:00.00000029,10.0,2013-06-28 00:37:00+00:00,-73.94492199999999,40.779187,-73.97896999999999,40.789387,1,0,4
19408000,2010-05-30 09:03:23.0000001,10.5,2010-05-30 09:03:23+00:00,-73.957822,40.782362,-73.99419499999999,40.750029,1,9,6
51674190,2012-01-07 15:45:07.0000001,51.0,2012-01-07 15:45:07+00:00,-73.95864,40.742984,-73.982416,40.761438,2,15,5
23866858,2013-04-05 08:12:12.0000005,11.0,2013-04-05 08:12:12+00:00,-73.98200600000001,40.778455,-73.971876,40.758345,1,8,4
8619571,2010-08-14 12:50:41.0000001,4.1,2010-08-14 12:50:41+00:00,-73.98554,40.763098,-73.981797,40.76048,1,12,5
47204320,2009-10-30 06:09:13.0000003,10.9,2009-10-30 06:09:13+00:00,-73.993151,40.743899,-74.012626,40.702275,1,6,4
7525514,2015-03-11 21:10:21.00000011,7.5,2015-03-11 21:10:21+00:00,-73.98889923095702,40.74133682250977,-73.97283172607422,40.73662567138672,1,21,2
11050324,2010-06-08 08:21:20.0000001,8.5,2010-06-08 08:21:20+00:00,-73.95099599999999,40.774607,-73.96719399999999,40.758449,1,8,1
52909338,2013-10-19 09:46:47.0000005,8.5,2013-10-19 09:46:47+00:00,-73.974112,40.763335,-73.975002,40.744284,1,9,5
22672533,2009-07-27 22:21:00.00000082,11.7,2009-07-27 22:21:00+00:00,-73.984245,40.74334,-73.93803,40.758567,1,22,0
53190073,2014-01-16 18:51:48.0000006,6.5,2014-01-16 18:51:48+00:00,-73.975639,40.761423,-73.967862,40.76566,1,18,3
32448675,2015-04-16 11:20:13.0000004,4.5,2015-04-16 11:20:13+00:00,-73.99391174316406,40.73595809936523,-74.0011215209961,40.729270935058594,1,11,3
41444355,2013-08-03 17:27:55.0000004,52.0,2013-08-03 17:27:55+00:00,-73.789575,40.643565,-73.978996,40.764149,1,17,5
19141421,2012-11-18 09:11:00.00000054,8.0,2012-11-18 09:11:00+00:00,-73.97488,40.761062,-73.959427,40.777202,1,9,6
48647341,2014-06-20 19:50:50.0000003,11.0,2014-06-20 19:50:50+00:00,-73.987043,40.762170000000005,-74.008495,40.733703000000006,1,19,4
9633473,2012-10-11 02:25:00.00000012,7.5,2012-10-11 02:25:00+00:00,-74.004997,40.740767,-73.985292,40.731992,1,2,3
30530841,2010-03-27 17:05:30.0000001,8.1,2010-03-27 17:05:30+00:00,-73.992237,40.733555,-73.974478,40.74425,1,17,5
30965598,2010-04-13 09:47:00.000000210,4.5,2010-04-13 09:47:00+00:00,-73.95569300000001,40.770282,-73.95517,40.779377,1,9,1
2387222,2015-04-13 20:03:15.0000001,6.5,2015-04-13 20:03:15+00:00,-73.95297241210938,40.78840255737305,-73.96077728271484,40.772403717041016,2,20,0
48997901,2014-04-04 18:11:00.000000245,17.0,2014-04-04 18:11:00+00:00,-73.959678,40.767162,-73.952957,40.723997,1,18,4
52232643,2009-02-11 14:27:00.000000179,8.5,2009-02-11 14:27:00+00:00,-73.970958,40.761137,-73.991807,40.749567,1,14,2
42105313,2009-03-26 19:05:22.0000006,5.5,2009-03-26 19:05:22+00:00,-73.97919,40.744453,-73.97925699999999,40.737271,1,19,3
118854,2011-12-18 05:23:34.0000001,19.7,2011-12-18 05:23:34+00:00,-73.999748,40.733286,-73.95559,40.821281,1,5,6
2859731,2014-11-24 00:23:54.0000002,5.5,2014-11-24 00:23:54+00:00,-73.94912099999999,40.797178,-73.961651,40.800984,3,0,0
32101612,2013-10-18 14:02:00.00000056,5.5,2013-10-18 14:02:00+00:00,-73.952055,40.781495,-73.942105,40.797917,1,14,4
34199350,2010-06-09 13:34:00.000000106,6.5,2010-06-09 13:34:00+00:00,-73.962962,40.778063,-73.96576800000001,40.769437,1,13,2
49263649,2009-11-04 21:30:21.0000003,10.1,2009-11-04 21:30:21+00:00,-73.957249,40.765921,-73.957249,40.765921,1,21,2
51129489,2013-03-28 22:52:00.000000258,27.0,2013-03-28 22:52:00+00:00,-73.97468,40.750472,-73.93374,40.854022,1,22,3
2166432,2009-10-13 20:34:00.00000018,7.7,2009-10-13 20:34:00+00:00,-73.972385,40.75385,-73.948103,40.781497,4,20,1
51000193,2013-09-11 08:44:50.0000003,19.5,2013-09-11 08:44:50+00:00,-74.006204,40.706233000000005,-73.97194300000001,40.759403000000006,1,8,2
48388114,2011-01-16 10:16:00.00000029,6.1,2011-01-16 10:16:00+00:00,-73.977092,40.766127,-73.980737,40.78066,2,10,6
41891289,2011-06-29 13:56:00.000000114,2.5,2011-06-29 13:56:00+00:00,-73.984995,40.748278000000006,-73.98504799999999,40.748282,1,13,2
46215362,2011-10-18 10:43:00.000000140,4.9,2011-10-18 10:43:00+00:00,-73.991845,40.750332,-73.98798199999999,40.74437,1,10,1
36120016,2014-12-09 14:53:00.000000150,12.0,2014-12-09 14:53:00+00:00,-73.95576,40.782232,-73.97094799999999,40.76521,1,14,1
15042522,2014-03-20 10:11:00.000000166,23.5,2014-03-20 10:11:00+00:00,-74.007437,40.727252,-73.95351,40.783645,5,10,3
20480420,2011-06-11 19:28:55.0000004,6.9,2011-06-11 19:28:55+00:00,-73.988591,40.747728,-73.999781,40.761208,1,19,5
826678,2014-10-19 16:52:49.0000001,4.5,2014-10-19 16:52:49+00:00,-73.959221,40.780277000000005,-73.948536,40.778204,1,16,6
51454827,2014-03-02 10:09:00.00000011,4.5,2014-03-02 10:09:00+00:00,-74.00853199999999,40.713565,-74.01613499999999,40.711352000000005,1,10,6
9000105,2015-03-23 23:00:49.0000007,11.5,2015-03-23 23:00:49+00:00,-73.98635864257811,40.76818084716797,-73.96773529052734,40.801605224609375,1,23,0
1501027,2013-08-10 02:45:53.0000002,7.5,2013-08-10 02:45:53+00:00,-73.978948,40.761938,-73.957323,40.782883,1,2,5
54122793,2012-09-19 18:08:00.00000031,5.5,2012-09-19 18:08:00+00:00,-73.99498,40.725072,-73.98692,40.722397,1,18,2
30091560,2009-07-28 01:36:00.00000045,14.9,2009-07-28 01:36:00+00:00,-73.98256500000001,40.731588,-73.926978,40.706345,5,1,1
39447670,2014-03-31 06:42:53.0000007,7.5,2014-03-31 06:42:53+00:00,-73.994615,40.750517,-73.975521,40.763555,1,6,0
41976192,2010-11-22 11:55:00.000000194,6.1,2010-11-22 11:55:00+00:00,-73.977398,40.752502,-73.99534200000001,40.754693,1,11,0
45791383,2009-07-28 21:30:00.00000073,9.3,2009-07-28 21:30:00+00:00,-73.9714,40.761252,-73.990788,40.745427,5,21,1
11853006,2014-09-08 12:55:30.0000001,4.0,2014-09-08 12:55:30+00:00,-73.973772,40.784596,-73.978677,40.787797,1,12,0
22163063,2014-05-26 20:22:49.0000002,7.5,2014-05-26 20:22:49+00:00,-73.983307,40.677521,-73.977761,40.663482,1,20,0
53058373,2012-07-25 10:27:32.0000001,14.1,2012-07-25 10:27:32+00:00,-73.991637,40.750059,-74.00111,40.762816,3,10,2
53919119,2009-03-04 13:23:00.00000034,6.1,2009-03-04 13:23:00+00:00,-73.966492,40.766108,-73.956175,40.783605,1,13,2
36626022,2014-05-23 08:06:00.00000077,9.0,2014-05-23 08:06:00+00:00,-73.98815,40.737822,-73.99927199999999,40.717132,6,8,4
50283728,2013-02-20 12:05:54.0000006,16.0,2013-02-20 12:05:54+00:00,-73.988585,40.778885,-73.96631500000001,40.754364,1,12,2
27927355,2013-05-06 19:19:16.0000002,6.5,2013-05-06 19:19:16+00:00,-73.972822,40.749991,-73.966063,40.757367,1,19,0
35183532,2009-09-14 20:30:00.000000199,8.9,2009-09-14 20:30:00+00:00,-73.973537,40.7636,-73.989242,40.738032,2,20,0
48401888,2012-04-06 18:34:00.0000008,5.7,2012-04-06 18:34:00+00:00,-73.96266700000001,40.763207,-73.973428,40.764705,1,18,4
24083793,2012-06-06 11:20:00.000000217,30.9,2012-06-06 11:20:00+00:00,-73.863407,40.769827,-73.99108199999999,40.747453,1,11,2
1452546,2009-05-31 18:39:00.00000076,4.5,2009-05-31 18:39:00+00:00,-73.95001500000001,40.77638,-73.960267,40.7738,3,18,6
29911847,2013-10-27 21:26:46.0000002,8.0,2013-10-27 21:26:46+00:00,-73.99725699999999,40.746937,-73.978321,40.745641,1,21,6
36969841,2009-11-01 01:31:31.0000004,8.1,2009-11-01 01:31:31+00:00,-73.99701,40.74702,-73.982146,40.777706,1,1,6
12448584,2009-02-27 08:36:00.0000002,4.1,2009-02-27 08:36:00+00:00,-73.977743,40.755688,-73.980213,40.761162,1,8,4
33593474,2013-03-09 10:40:00.00000071,6.5,2013-03-09 10:40:00+00:00,-73.985155,40.7596,-73.99471199999999,40.759302000000005,1,10,5
22574797,2012-12-03 17:43:46.0000004,11.5,2012-12-03 17:43:46+00:00,-73.964112,40.761295,-73.976085,40.751413,1,17,0
9296817,2011-12-19 19:52:00.00000033,4.9,2011-12-19 19:52:00+00:00,-73.99295500000001,40.693877,-73.9833,40.69503,1,19,0
31357884,2015-06-14 04:05:35.0000002,21.5,2015-06-14 04:05:35+00:00,-73.98783874511719,40.73261642456055,-73.95887756347656,40.65057373046875,1,4,6
28849406,2012-06-25 10:09:00.00000064,7.3,2012-06-25 10:09:00+00:00,-73.99061999999999,40.746165000000005,-73.978418,40.756915,1,10,0
35501499,2015-05-15 23:33:34.0000005,14.5,2015-05-15 23:33:34+00:00,-73.9930419921875,40.742435455322266,-73.9648208618164,40.763835906982415,1,23,4
30423802,2014-12-20 10:28:32.0000006,5.5,2014-12-20 10:28:32+00:00,-73.962328,40.773357,-73.957189,40.780865000000006,1,10,5
30303372,2015-03-02 15:52:51.0000008,4.5,2015-03-02 15:52:51+00:00,-73.98212432861328,40.77721405029297,-73.97606658935547,40.78618240356445,1,15,0
12171301,2013-10-04 03:43:00.00000029,7.0,2013-10-04 03:43:00+00:00,-73.947767,40.714282,-73.934892,40.698745,6,3,4
26937400,2013-12-25 10:21:00.00000073,11.0,2013-12-25 10:21:00+00:00,-73.992272,40.749277,-74.01103499999999,40.709677,1,10,2
8899363,2010-04-27 08:36:00.000000154,4.5,2010-04-27 08:36:00+00:00,-73.980037,40.785888,-73.971827,40.797302,1,8,1
25942362,2013-07-31 19:38:22.0000003,10.5,2013-07-31 19:38:22+00:00,-73.98762099999999,40.693869,-73.953262,40.71593,1,19,2
18122025,2009-12-17 23:01:48.0000006,21.3,2009-12-17 23:01:48+00:00,-73.94505,40.774703,-73.891003,40.719184000000006,1,23,3
46321225,2014-10-11 11:04:00.000000139,4.0,2014-10-11 11:04:00+00:00,-73.984212,40.733535,-73.990105,40.730453,1,11,5
44388040,2009-04-22 02:36:00.00000023,9.7,2009-04-22 02:36:00+00:00,-73.992017,40.724703000000005,-74.00381,40.742777,5,2,2
1560586,2013-07-17 06:29:00.00000029,9.5,2013-07-17 06:29:00+00:00,-73.99738,40.721905,-73.99169,40.748995,2,6,2
31765739,2014-06-30 13:21:13.0000004,28.5,2014-06-30 13:21:13+00:00,-73.957596,40.769868,-73.870972,40.773966,1,13,0
30088656,2013-01-23 23:27:47.0000003,7.0,2013-01-23 23:27:47+00:00,-73.973763,40.763377,-73.955853,40.769553,1,23,2
6126655,2011-03-21 22:53:00.00000017,15.7,2011-03-21 22:53:00+00:00,-74.00605,40.717117,-73.955063,40.786715,1,22,0
40261941,2013-06-08 02:32:58.0000002,9.0,2013-06-08 02:32:58+00:00,-73.92823,40.74483,-73.90642700000001,40.769804,1,2,5
9727136,2011-05-18 19:09:28.0000003,7.3,2011-05-18 19:09:28+00:00,-73.975418,40.751042,-73.97142,40.764293,1,19,2
29774184,2013-07-16 00:04:45.0000003,5.5,2013-07-16 00:04:45+00:00,-73.955338,40.779541,-73.951971,40.787112,1,0,1
46290035,2010-01-31 11:30:43.0000004,6.9,2010-01-31 11:30:43+00:00,-73.97555,40.752537,-73.965828,40.765452,2,11,6
16494601,2014-03-17 21:48:00.000000178,10.0,2014-03-17 21:48:00+00:00,-73.98071800000001,40.753752,-73.986142,40.727932,3,21,0
3042196,2009-01-10 17:13:27.0000004,49.15,2009-01-10 17:13:27+00:00,-73.79007800000001,40.646852,-73.954713,40.773946,1,17,5
32889969,2011-12-18 04:06:28.0000001,8.5,2011-12-18 04:06:28+00:00,-73.97144399999999,40.762148,-73.99246099999999,40.730625,1,4,6
30915015,2013-12-05 21:54:00.00000094,13.0,2013-12-05 21:54:00+00:00,-73.99602,40.716672,-73.996997,40.680107,1,21,3
